ID,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20579,2011,Matt Bonner,PF,30,SAS,66,1,1432,13.5,0.617,0.62,0.116,5,14.2,9.7,6.2,0.9,1,6.5,13.4,3,1.4,4.4,0.147,2.1,-0.1,2,1.5,172,371,0.464,105,230,0.457,67,141,0.475,0.605,32,43,0.744,60,179,239,60,26,21,27,110,481
20580,2011,Trevor Booker,PF,23,WAS,65,14,1063,15.3,0.582,0.004,0.399,10.2,17,13.5,5.2,1.4,3,11.3,13.9,1.8,0.8,2.6,0.119,-1,0.3,-0.7,0.3,139,253,0.549,0,1,0,139,252,0.552,0.549,68,101,0.673,98,153,251,35,29,42,38,115,346
20581,2011,Carlos Boozer,C,29,CHI,59,59,1882,18.8,0.542,0,0.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,1.9,3.9,5.8,0.149,-0.7,1.4,0.7,1.3,431,845,0.51,0,0,,431,845,0.51,0.51,171,244,0.701,130,435,565,145,45,18,149,186,1033
20582,2011,Chris Bosh,PF,26,MIA,77,77,2795,19.4,0.569,0.024,0.446,6.4,20,13.6,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,0.177,0.1,0.3,0.4,1.7,524,1056,0.496,6,25,0.24,518,1031,0.502,0.499,384,471,0.815,141,500,641,144,59,49,138,172,1438
20583,2011,Earl Boykins,PG,34,MIL,57,0,862,17.6,0.526,0.202,0.233,2,5.5,3.7,30.9,2.4,0.3,11.8,23.9,1.1,1.1,2.3,0.125,0.8,-1.8,-1,0.2,156,352,0.443,27,71,0.38,129,281,0.459,0.482,69,82,0.841,15,40,55,141,38,3,52,43,408
20584,2011,Craig Brackins,PF,23,PHI,3,0,33,0.1,0.25,0.313,0,7,7,7,4.6,1.6,0,0,22.3,-0.1,0,-0.1,-0.154,-7.8,-3.7,-11.5,-0.1,4,16,0.25,0,5,0,4,11,0.364,0.25,0,0,,2,2,4,1,1,0,0,3,8
20585,2011,Avery Bradley,PG,20,BOS,31,0,162,2.2,0.36,0.075,0.179,3.2,9.3,6.5,11.9,3,0,18.1,26.1,-0.8,0.3,-0.5,-0.139,-9.6,0,-9.7,-0.3,23,67,0.343,0,5,0,23,62,0.371,0.343,6,12,0.5,4,13,17,12,9,0,16,20,52
20586,2011,Elton Brand,PF,31,PHI,81,81,2809,18.5,0.553,0.001,0.278,9.7,18,13.9,7.1,1.7,2.9,8.4,19.7,5.1,4.4,9.4,0.161,0.5,1.9,2.4,3.1,502,981,0.512,0,1,0,502,980,0.512,0.512,213,273,0.78,237,439,676,120,92,106,101,244,1217
20587,2011,Corey Brewer,SF-SG,24,TOT,69,24,1510,11,0.482,0.23,0.393,4.2,8.9,6.5,9.1,3.3,0.8,13.2,18.8,-0.1,1.3,1.1,0.036,-1.7,0.5,-1.3,0.3,193,488,0.395,30,112,0.268,163,376,0.434,0.426,136,192,0.708,57,118,175,89,100,16,87,159,552
20588,2011,Corey Brewer,SF,24,MIN,56,22,1362,10.3,0.471,0.227,0.391,3.6,9,6.2,8.6,3.3,0.8,13.1,18.4,-0.4,1,0.6,0.023,-2.2,0.3,-1.9,0.1,168,437,0.384,26,99,0.263,142,338,0.42,0.414,121,171,0.708,45,107,152,77,89,14,77,134,483
20589,2011,Corey Brewer,SG,24,DAL,13,2,148,17.6,0.573,0.255,0.412,9.9,8.4,9.1,13.3,3.9,1,14.2,22.2,0.3,0.3,0.5,0.163,2.1,1.8,3.9,0.2,25,51,0.49,4,13,0.308,21,38,0.553,0.529,15,21,0.714,12,11,23,12,11,2,10,25,69
20590,2011,Ronnie Brewer,SG,25,CHI,81,1,1781,13.8,0.518,0.063,0.311,3.7,13.2,8.6,12.1,3.2,0.9,10.2,13.9,1.7,3.8,5.4,0.147,-1.4,3.2,1.8,1.7,205,427,0.48,6,27,0.222,199,400,0.498,0.487,87,133,0.654,55,207,262,140,106,22,55,82,503
20591,2011,Jon Brockman,C,23,MIL,63,6,677,9.6,0.567,0,0.628,12.4,19.4,15.8,4.2,1.1,0.3,16.7,10,0.8,1,1.9,0.132,-3,0.7,-2.2,0,48,94,0.511,0,0,,48,94,0.511,0.511,40,59,0.678,74,110,184,18,14,3,24,119,136
20592,2011,Aaron Brooks,PG,26,TOT,59,12,1284,13.1,0.489,0.402,0.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,0.7,0.4,1.1,0.04,0.4,-4,-3.5,-0.5,220,587,0.375,70,236,0.297,150,351,0.427,0.434,124,140,0.886,20,58,78,233,34,3,99,115,634
20593,2011,Aaron Brooks,PG,26,HOU,34,7,811,11.7,0.465,0.437,0.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,0.1,0.3,0.4,0.023,-0.1,-3.9,-4,-0.4,134,387,0.346,48,169,0.284,86,218,0.394,0.408,78,83,0.94,11,40,51,129,21,2,55,69,394
20594,2011,Aaron Brooks,PG,26,PHO,25,5,473,15.6,0.533,0.335,0.285,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,0.6,0.1,0.7,0.07,1.4,-4.1,-2.8,-0.1,86,200,0.43,22,67,0.328,64,133,0.481,0.485,46,57,0.807,9,18,27,104,13,1,44,46,240
20595,2011,Derrick Brown,SF,23,TOT,49,1,576,12.9,0.588,0.076,0.458,8.5,12.2,10.3,9.5,1.8,1.4,18.2,15.5,0.5,0.5,1,0.083,-1.4,0.1,-1.3,0.1,74,131,0.565,5,10,0.5,69,121,0.57,0.584,32,60,0.533,41,58,99,33,20,10,35,59,185
20596,2011,Derrick Brown,SF,23,CHA,41,1,488,12.4,0.565,0.053,0.416,7.9,13,10.4,9.9,1.8,1.3,17.3,15.6,0.3,0.4,0.8,0.074,-1.9,0.2,-1.7,0,62,113,0.549,2,6,0.333,60,107,0.561,0.558,25,47,0.532,32,52,84,29,16,8,28,48,151
20597,2011,Derrick Brown,SF,23,NYK,8,0,88,16,0.717,0.222,0.722,11.6,7.9,9.7,6.9,2.3,1.7,22.8,15.5,0.2,0.1,0.2,0.13,1.5,-0.7,0.8,0.1,12,18,0.667,3,4,0.75,9,14,0.643,0.75,7,13,0.538,9,6,15,4,4,2,7,11,34
20598,2011,Kwame Brown,C,28,CHA,66,50,1714,12.8,0.55,0,0.616,10.3,21.6,15.9,4.1,0.8,1.8,12.6,14.9,1.8,1.7,3.5,0.097,-2.2,-0.1,-2.3,-0.1,194,375,0.517,0,0,,194,375,0.517,0.517,136,231,0.589,147,303,450,43,26,39,69,174,524
20599,2011,Shannon Brown,SG,25,LAL,82,0,1568,13.6,0.518,0.33,0.157,2.6,8.5,5.7,10,2.3,0.8,9.8,22.2,1.1,1.9,3.1,0.093,-0.6,-1.1,-1.7,0.1,273,643,0.425,74,212,0.349,199,431,0.462,0.482,92,101,0.911,35,122,157,96,67,16,75,124,712
20600,2011,Kobe Bryant,SG,32,LAL,82,82,2779,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,0.178,4.7,-0.9,3.8,4.1,740,1639,0.451,115,356,0.323,625,1283,0.487,0.487,483,583,0.828,83,336,419,388,99,12,243,172,2078
20601,2011,Chase Budinger,SF,22,HOU,78,22,1738,14.2,0.534,0.418,0.21,3.4,15,9.2,11.5,1.2,0.7,8.5,19.9,2.2,1.2,3.4,0.095,0.6,-1.3,-0.7,0.6,279,656,0.425,89,274,0.325,190,382,0.497,0.493,118,138,0.855,52,229,281,127,41,18,67,114,765
20602,2011,Caron Butler,SF,30,DAL,29,29,867,14.2,0.523,0.172,0.233,3.1,12.5,8,9.1,1.7,0.7,10.5,25.1,0.2,1,1.2,0.067,-1.4,0,-1.4,0.1,170,378,0.45,28,65,0.431,142,313,0.454,0.487,68,88,0.773,22,96,118,46,28,8,49,59,436
20603,2011,Rasual Butler,SG,31,TOT,47,2,770,6.2,0.446,0.574,0.114,1.5,10.1,5.9,5.3,0.5,1.5,8.8,15.8,-0.5,0.3,-0.1,-0.009,-3.4,-1.9,-5.3,-0.6,79,237,0.333,46,136,0.338,33,101,0.327,0.43,18,27,0.667,10,67,77,27,8,15,24,37,222
20604,2011,Rasual Butler,SG,31,LAC,41,2,744,5.9,0.433,0.571,0.119,1.6,10.3,6,5.5,0.6,1.6,8.5,15.6,-0.5,0.3,-0.2,-0.013,-3.6,-1.7,-5.3,-0.6,73,226,0.323,42,129,0.326,31,97,0.32,0.416,18,27,0.667,10,66,76,27,8,15,22,34,206
20605,2011,Rasual Butler,SG,31,CHI,6,0,26,14.5,0.727,0.636,0,0,4.4,2.3,0,0,0,15.4,23,0,0,0.1,0.107,1.2,-6.1,-4.9,0,6,11,0.545,4,7,0.571,2,4,0.5,0.727,0,0,,0,1,1,0,0,0,2,3,16
20606,2011,Andrew Bynum,C,23,LAL,54,47,1500,21.1,0.606,0,0.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,3.8,2.8,6.6,0.21,0.5,2.8,3.3,2,237,413,0.574,0,0,,237,413,0.574,0.574,138,209,0.66,170,338,508,73,19,106,74,140,612
20607,2011,Will Bynum,PG,28,DET,61,5,1125,15.2,0.524,0.123,0.3,1.6,6.7,4,28.6,2.5,0.3,15.3,22.5,1.1,0.4,1.5,0.066,-0.2,-2.9,-3.1,-0.3,182,406,0.448,16,50,0.32,166,356,0.466,0.468,102,122,0.836,15,59,74,195,52,4,83,113,482
20608,2011,Jose Calderon,PG,29,TOR,68,55,2102,16.3,0.522,0.262,0.173,1.7,9.9,5.7,43,2,0.3,18.8,16.8,3.2,0.4,3.7,0.084,1.4,-2.7,-1.3,0.4,262,596,0.44,57,156,0.365,205,440,0.466,0.487,88,103,0.854,30,172,202,605,81,7,148,143,669
20609,2011,Marcus Camby,C,36,POR,59,51,1540,14.8,0.426,0.003,0.238,13.8,35.2,24.1,11.7,1.4,5,16,11.7,0.8,3,3.7,0.116,-2.9,5.2,2.3,1.7,117,294,0.398,0,1,0,117,293,0.399,0.398,43,70,0.614,182,424,606,121,40,92,62,140,277
20610,2011,Derrick Caracter,C,22,LAL,41,0,215,10,0.532,0,0.348,10.3,12.2,11.3,5.1,1,3.5,20,20.2,0,0.3,0.3,0.057,-4.5,-0.3,-4.9,-0.2,32,66,0.485,0,0,,32,66,0.485,0.485,17,23,0.739,19,24,43,7,4,10,19,47,81
20611,2011,Brian Cardinal,SF,33,DAL,56,4,618,9.7,0.672,0.87,0.18,2,8.9,5.6,9.1,2,0.9,13.6,9.5,1,0.7,1.7,0.132,1.1,1.3,2.4,0.7,43,100,0.43,42,87,0.483,1,13,0.077,0.64,17,18,0.944,10,49,59,40,24,7,17,82,145
20612,2011,Rodney Carney,SF,26,TOT,27,1,336,10.8,0.521,0.345,0.245,4.3,12.1,8.1,4.8,1.8,1.1,11.6,18.1,0.1,0.2,0.3,0.038,-2.5,-2.3,-4.9,-0.2,46,110,0.418,17,38,0.447,29,72,0.403,0.495,18,27,0.667,13,35,48,11,12,5,16,33,127
20613,2011,Rodney Carney,SF,26,GSW,25,1,331,10.7,0.526,0.346,0.252,4,12.3,8,4.9,1.7,1.2,11.9,18,0.1,0.2,0.3,0.038,-2.6,-2.4,-4.9,-0.2,45,107,0.421,17,37,0.459,28,70,0.4,0.5,18,27,0.667,12,35,47,11,11,5,16,33,125
20614,2011,Rodney Carney,SF,26,MEM,2,0,5,20.4,0.333,0.333,0,23.7,0,12,0,10.4,0,0,27.1,0,0,0,0.071,0.4,-1.2,-0.8,0,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,0,1,0,1,0,0,0,2
20615,2011,DeMarre Carroll,PF,24,TOT,12,0,50,8.7,0.388,0,0.167,4.7,14.5,9.6,10.7,1,1.6,0,11.6,0,0,0.1,0.066,-4.5,-1.3,-5.8,0,4,12,0.333,0,0,,4,12,0.333,0.333,2,2,1,2,6,8,4,1,1,0,5,10
20616,2011,DeMarre Carroll,PF,24,MEM,7,0,39,12.4,0.506,0,0.222,6.1,18.6,12.3,7.3,1.3,2.1,0,11.4,0.1,0,0.1,0.145,-2,0.5,-1.5,0,4,9,0.444,0,0,,4,9,0.444,0.444,2,2,1,2,6,8,2,1,1,0,5,10
20617,2011,DeMarre Carroll,PF,24,HOU,5,0,11,-4.5,0,0,0,0,0,0,22.8,0,0,0,12,0,0,0,-0.214,-13.3,-7.8,-21.1,-0.1,0,3,0,0,0,,0,3,0,0,0,0,,0,0,0,2,0,0,0,0,0
20618,2011,Matt Carroll,SG,30,CHA,54,1,582,12.2,0.53,0.231,0.261,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,0.3,0.5,0.8,0.062,-2.3,-2,-4.3,-0.3,89,199,0.447,17,46,0.37,72,153,0.471,0.49,40,52,0.769,12,56,68,23,17,6,23,43,235
20619,2011,Anthony Carter,PG,35,TOT,33,0,463,9.2,0.502,0.377,0.075,1.7,10.9,6.3,21.3,2.9,1,26.3,14.3,-0.2,0.4,0.2,0.023,-2.8,0.1,-2.8,-0.1,45,106,0.425,12,40,0.3,33,66,0.5,0.481,8,8,1,7,44,51,69,27,6,39,49,110
20620,2011,Anthony Carter,PG,35,DEN,14,0,153,5.4,0.421,0.4,0.067,0,8.8,4.5,23.2,3,0.5,31.2,13.1,-0.2,0.2,-0.1,-0.018,-4.8,0.1,-4.7,-0.1,10,30,0.333,4,12,0.333,6,18,0.333,0.4,2,2,1,0,12,12,26,9,1,14,19,26
20621,2011,Anthony Carter,PG,35,NYK,19,0,310,11.1,0.534,0.368,0.079,2.6,11.9,7.2,20.4,2.9,1.2,24.1,14.8,0,0.3,0.3,0.044,-1.9,0.1,-1.8,0,35,76,0.461,8,28,0.286,27,48,0.563,0.513,6,6,1,7,32,39,43,18,5,25,30,84
20622,2011,Vince Carter,SG,34,TOT,73,63,2051,14.8,0.528,0.36,0.194,3.1,12.4,7.8,12.1,1.7,0.7,8.5,23.5,2,1.9,3.8,0.089,1,-0.7,0.3,1.2,389,891,0.437,116,321,0.361,273,570,0.479,0.502,128,173,0.74,54,221,275,146,67,20,90,193,1022
20623,2011,Vince Carter,SG,34,ORL,22,22,664,16.2,0.557,0.293,0.282,2,13.5,7.9,17.3,1.6,0.4,10.7,23.4,1.1,1,2.1,0.151,1.4,0.6,1.9,0.7,125,266,0.47,27,78,0.346,98,188,0.521,0.521,56,75,0.747,11,79,90,64,20,3,36,70,333
20624,2011,Vince Carter,SG,34,PHO,51,41,1387,14.2,0.516,0.389,0.157,3.6,11.8,7.7,9.6,1.7,0.9,7.5,23.5,0.9,0.8,1.7,0.06,0.8,-1.2,-0.4,0.5,264,625,0.422,89,243,0.366,175,382,0.458,0.494,72,98,0.735,43,142,185,82,47,17,54,123,689
20625,2011,Omri Casspi,SF,22,SAC,71,27,1702,11.7,0.517,0.452,0.185,4.8,16,10.3,6.6,1.6,0.6,10.3,16.7,1.1,1.3,2.5,0.069,-0.6,-0.7,-1.3,0.3,225,546,0.412,92,247,0.372,133,299,0.445,0.496,68,101,0.673,74,233,307,74,54,13,68,115,610
20626,2011,Mario Chalmers,PG,24,MIA,70,28,1579,10.3,0.538,0.595,0.16,1,9.5,5.5,16.8,2.5,0.3,18,15,0.7,2.3,2.9,0.089,-0.3,0.3,0,0.8,155,388,0.399,83,231,0.359,72,157,0.459,0.506,54,62,0.871,12,134,146,177,76,7,91,158,447
20627,2011,Tyson Chandler,C,28,DAL,74,74,2059,18.4,0.697,0,0.725,12.2,26.6,19.7,2.4,0.9,3,14.1,14.2,5.8,3.5,9.4,0.218,0.5,1.7,2.2,2.2,266,407,0.654,0,0,,266,407,0.654,0.654,216,295,0.732,206,486,692,32,36,80,88,240,748
20628,2011,Wilson Chandler,SF,23,TOT,72,49,2401,14.6,0.537,0.336,0.169,3.6,15.9,9.7,8.1,1,2.9,9.2,20.9,2.1,1.9,3.9,0.079,-0.1,-0.5,-0.5,0.9,429,953,0.45,112,320,0.35,317,633,0.501,0.509,130,161,0.807,75,333,408,120,48,94,104,199,1100
20629,2011,Wilson Chandler,SF,23,NYK,51,30,1759,15.7,0.548,0.344,0.167,4,15.8,9.8,8.1,1,2.9,8.1,21,2.3,1.2,3.4,0.094,0.7,-0.8,-0.2,0.8,328,712,0.461,86,245,0.351,242,467,0.518,0.521,96,119,0.807,62,241,303,86,34,70,67,152,838
20630,2011,Wilson Chandler,SF,23,DEN,21,19,642,11.6,0.505,0.311,0.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,-0.2,0.7,0.5,0.037,-2.1,0.5,-1.6,0.1,101,241,0.419,26,75,0.347,75,166,0.452,0.473,34,42,0.81,13,92,105,34,14,24,37,47,262
20631,2011,Josh Childress,SG,27,PHO,54,3,894,13,0.567,0.075,0.276,8.9,11.1,10,7,1.9,1.9,15.5,14.3,0.8,0.6,1.4,0.076,-0.7,1.3,0.5,0.6,121,214,0.565,1,16,0.063,120,198,0.606,0.568,29,59,0.492,69,86,155,42,33,23,44,68,272
20632,2011,Earl Clark,SF,23,TOT,42,0,464,10.1,0.456,0.032,0.297,9.5,15.7,12.7,3.1,0.9,3,13.5,20.5,-0.4,0.7,0.3,0.03,-5.9,-0.1,-6,-0.5,68,158,0.43,0,5,0,68,153,0.444,0.43,27,47,0.574,37,64,101,9,8,18,28,45,163
20633,2011,Earl Clark,SF,23,PHO,9,0,72,11.3,0.41,0,0.323,6.4,20.9,13.6,8.7,0.7,3.1,5.3,23.4,-0.1,0.1,0,-0.01,-6,-0.9,-6.9,-0.1,12,31,0.387,0,0,,12,31,0.387,0.387,5,10,0.5,4,13,17,4,1,3,2,6,29
20634,2011,Earl Clark,SF,23,ORL,33,0,392,9.9,0.468,0.039,0.291,10.1,14.8,12.5,2.1,0.9,3,15.4,20,-0.3,0.7,0.3,0.038,-5.9,0.1,-5.8,-0.4,56,127,0.441,0,5,0,56,122,0.459,0.441,22,37,0.595,33,51,84,5,7,15,26,39,134
20635,2011,Jarron Collins,C,32,TOT,28,0,181,1.6,0.374,0,0.476,9.1,6.4,7.9,1.5,1.1,0.4,21.6,8.1,-0.1,0.1,-0.1,-0.016,-5.4,-0.8,-6.2,-0.2,6,21,0.286,0,0,,6,21,0.286,0.286,7,10,0.7,14,10,24,2,4,1,7,29,19
20636,2011,Jarron Collins,C,32,LAC,23,0,157,1.8,0.438,0,0.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,-0.1,0.1,0,0,-5.5,-0.5,-6,-0.2,5,15,0.333,0,0,,5,15,0.333,0.333,7,10,0.7,7,10,17,1,4,1,5,24,17
20637,2011,Jarron Collins,C,32,POR,5,0,24,0,0.167,0,0,34.2,0,17.8,5.9,0,0,25,15.6,-0.1,0,-0.1,-0.124,-4.7,-2.7,-7.4,0,1,6,0.167,0,0,,1,6,0.167,0.167,0,0,,7,0,7,1,0,0,2,5,2
20638,2011,Jason Collins,C,32,ATL,49,28,593,5.4,0.539,0.014,0.577,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,0.1,0.5,0.6,0.049,-4.4,0.5,-3.9,-0.3,34,71,0.479,1,1,1,33,70,0.471,0.486,27,41,0.659,30,72,102,22,9,9,26,97,96
20639,2011,Sherron Collins,PG,23,CHA,20,0,66,3.6,0.334,0.4,0.04,0,9.2,4.6,19.6,1.6,0,13.6,20.9,-0.2,0,-0.2,-0.121,-6.9,-3.3,-10.2,-0.1,7,25,0.28,2,10,0.2,5,15,0.333,0.32,1,1,1,0,5,5,8,2,0,4,2,17
20640,2011,Darren Collison,PG,23,IND,79,79,2360,15.6,0.534,0.143,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,2.1,2.2,4.3,0.087,0.2,-0.9,-0.7,0.8,398,870,0.457,41,124,0.331,357,746,0.479,0.481,202,232,0.871,40,185,225,403,87,14,194,109,1039
20641,2011,Nick Collison,C,30,OKC,71,2,1524,10.8,0.6,0,0.302,9.5,14.6,12.1,6.7,1.4,1.5,16.7,9.8,2.1,1.5,3.6,0.113,-0.3,1.4,1,1.2,137,242,0.566,0,0,,137,242,0.566,0.566,55,73,0.753,119,197,316,69,42,31,55,210,329
20642,2011,Mike Conley,PG,23,MEM,81,81,2872,15.9,0.521,0.228,0.259,1.3,9,5.1,28,2.6,0.5,14.2,19.4,3.4,3.2,6.6,0.111,1.4,-0.1,1.3,2.4,423,953,0.444,80,217,0.369,343,736,0.466,0.486,181,247,0.733,32,215,247,528,144,18,176,182,1107
20643,2011,Brian Cook,PF,30,LAC,40,0,447,11.6,0.534,0.465,0.141,5,20,12.6,5.6,1.4,1.9,12.2,20.5,0.1,0.5,0.6,0.064,-1.8,-1.6,-3.5,-0.2,72,170,0.424,34,79,0.43,38,91,0.418,0.524,15,24,0.625,19,77,96,15,12,11,25,75,193
20644,2011,Daequan Cook,SG,23,OKC,43,0,598,12.8,0.63,0.851,0.11,1.6,12.1,7,5.3,1.2,0.1,8.2,15.7,1.2,0.4,1.6,0.126,2.5,-2.7,-0.2,0.3,79,181,0.436,65,154,0.422,14,27,0.519,0.616,16,20,0.8,8,64,72,20,14,1,17,51,239
20645,2011,Marcus Cousin,C,24,UTA,4,0,18,7.8,0.667,0,0,0,20.3,10.1,0,0,4.5,25,10.2,0,0,0,0.008,-7.5,-2.4,-9.9,0,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,3,3,0,0,1,1,1,4
20646,2011,DeMarcus Cousins,C,20,SAC,81,62,2309,14.6,0.484,0.018,0.4,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,-1.9,2.9,1.1,0.022,-2.9,1.5,-1.4,0.4,432,1004,0.43,3,18,0.167,429,986,0.435,0.432,276,402,0.687,217,482,699,204,85,68,268,332,1143
20647,2011,Jamal Crawford,SG,30,ATL,76,0,2297,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,1.9,1.4,3.4,0.071,0.7,-2.7,-2,0,368,874,0.421,119,349,0.341,249,525,0.474,0.489,222,260,0.854,22,108,130,241,57,14,145,97,1077
20648,2011,Jordan Crawford,SG,22,TOT,42,18,1027,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2,0.2,13.4,27,-1,0.5,-0.6,-0.026,-1.4,-2.5,-3.8,-0.5,192,500,0.384,33,128,0.258,159,372,0.427,0.417,73,84,0.869,31,74,105,117,39,3,83,63,490
20649,2011,Jordan Crawford,SG,22,ATL,16,0,160,7.6,0.421,0.351,0.078,6.8,14.2,10.5,16,1,0,15.8,28.1,-0.4,0.1,-0.3,-0.09,-4.5,-3,-7.5,-0.2,27,77,0.351,9,27,0.333,18,50,0.36,0.409,4,6,0.667,9,19,28,15,3,0,15,13,67
20650,2011,Jordan Crawford,SG,22,WAS,26,18,867,12.6,0.462,0.239,0.184,2.8,7.5,5.1,20.5,2.1,0.3,12.9,26.8,-0.6,0.3,-0.3,-0.014,-0.8,-2.4,-3.2,-0.3,165,423,0.39,24,101,0.238,141,322,0.438,0.418,69,78,0.885,22,55,77,102,36,3,68,50,423
20651,2011,Dante Cunningham,PF,23,TOT,78,18,1637,10.7,0.483,0.028,0.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,0.3,1.7,2,0.06,-3.2,0.5,-2.8,-0.3,218,472,0.462,1,13,0.077,217,459,0.473,0.463,45,62,0.726,96,181,277,43,54,43,51,177,482
20652,2011,Dante Cunningham,PF,23,POR,56,9,1108,9.5,0.457,0.014,0.155,7.7,13.4,10.4,4.3,1.9,2.4,9.6,14.5,0.1,1.2,1.3,0.057,-3.5,1,-2.5,-0.1,126,291,0.433,0,4,0,126,287,0.439,0.433,32,45,0.711,73,116,189,30,39,32,33,139,284
20653,2011,Dante Cunningham,PF,23,CHA,22,9,529,13.1,0.525,0.05,0.094,5.2,15,10.1,4.5,1.5,1.7,8.7,18.3,0.2,0.5,0.7,0.065,-2.6,-0.6,-3.2,-0.2,92,181,0.508,1,9,0.111,91,172,0.529,0.511,13,17,0.765,23,65,88,13,15,11,18,38,198
20654,2011,Stephen Curry,PG,22,GSW,74,74,2489,19.4,0.595,0.325,0.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,5.4,1.3,6.6,0.128,3.5,-1.6,1.9,2.4,505,1053,0.48,151,342,0.442,354,711,0.498,0.551,212,227,0.934,52,234,286,432,109,20,226,233,1373
20655,2011,Samuel Dalembert,C,29,SAC,80,46,1938,14.1,0.509,0.004,0.261,12.1,26.9,19.3,5.3,0.9,4.3,17.3,17.1,0.4,2.5,2.9,0.072,-3.6,1.6,-2,0,268,567,0.473,0,2,0,268,565,0.474,0.473,108,148,0.73,212,445,657,67,36,116,132,225,644
20656,2011,Erick Dampier,C,35,MIA,51,22,815,9.7,0.591,0.011,0.494,8.2,17.1,12.9,3.8,0.9,4.5,22.8,8.1,0.5,1.4,1.9,0.109,-2.8,3,0.3,0.5,52,89,0.584,0,1,0,52,88,0.591,0.584,24,44,0.545,53,124,177,22,14,47,32,82,128
20657,2011,Antonio Daniels,PG,35,PHI,4,0,35,6.7,0.51,0.4,0.4,0,16.5,8.2,7.9,0,0,14.5,9.1,0,0,0,0.044,-4.9,-1.1,-6,0,2,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,0,5,5,2,0,0,1,0,6
20658,2011,Marquis Daniels,SF,30,BOS,49,0,938,11.7,0.527,0.091,0.246,3.3,11,7.4,10.6,2.2,1.8,12.9,15.1,0.3,1.7,2,0.103,-2.3,2.6,0.3,0.6,114,232,0.491,4,21,0.19,110,211,0.521,0.5,39,57,0.684,24,89,113,64,39,22,38,63,271
20659,2011,Baron Davis,PG,31,TOT,58,44,1649,17,0.506,0.345,0.189,2.5,8.6,5.5,41.2,2.4,1.3,16.3,24.4,1.5,1.3,2.8,0.081,2.2,-1.5,0.7,1.1,289,693,0.417,81,239,0.339,208,454,0.458,0.475,101,131,0.771,35,121,156,391,78,28,146,143,760
20660,2011,Baron Davis,PG,31,LAC,43,35,1269,16.3,0.492,0.295,0.202,2.7,8.3,5.5,39.9,2.5,1.4,16,23.5,1,1.1,2.1,0.079,1.5,-1.1,0.4,0.8,214,515,0.416,45,152,0.296,169,363,0.466,0.459,79,104,0.76,29,91,120,299,62,22,107,114,552
20661,2011,Baron Davis,PG,31,CLE,15,9,380,19.3,0.548,0.489,0.152,1.8,9.3,5.4,45.4,2.2,1.2,17,27.3,0.5,0.2,0.7,0.086,4.5,-2.8,1.7,0.4,75,178,0.421,36,87,0.414,39,91,0.429,0.522,22,27,0.815,6,30,36,92,16,6,39,29,208
20662,2011,Ed Davis,PF,21,TOR,65,17,1602,15.8,0.583,0,0.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,2.9,1.1,4,0.119,-0.1,0.5,0.3,0.9,215,373,0.576,0,0,,215,373,0.576,0.576,71,128,0.555,168,294,462,40,39,67,48,183,501
20663,2011,Glen Davis,C,25,BOS,78,13,2298,12.8,0.499,0.019,0.331,5.7,16.4,11.4,6.6,1.8,1,8.5,20.9,0.6,4.3,4.9,0.102,-2.8,1.4,-1.4,0.3,359,801,0.448,2,15,0.133,357,786,0.454,0.449,195,265,0.736,101,324,425,92,78,30,85,231,915
20664,2011,Austin Daye,SF,22,DET,72,16,1446,13,0.518,0.365,0.229,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,1.2,0.9,2.1,0.07,-0.6,-0.7,-1.3,0.3,193,471,0.41,69,172,0.401,124,299,0.415,0.483,82,108,0.759,64,210,274,78,39,39,59,165,537
